SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.6660153069532649;2.449489742783178
117122;GreyMatter;0.4775674179757439;3.1622776601683795
117122;Hippocampus;0.6542963174421924;2.449489742783178
117122;Thalamus;0.8333146004271103;2.8284271247461903
117122;WhiteMatter;0.697653152009446;4.58257569495584
117122-PP;Amygdala;0.6660153069532649;2.449489742783178
117122-PP;GreyMatter;0.4775674179757439;3.1622776601683795
117122-PP;Hippocampus;0.6542963174421924;2.449489742783178
117122-PP;Thalamus;0.8333146004271103;2.8284271247461903
117122-PP;WhiteMatter;0.697653152009446;4.58257569495584
118528;Amygdala;0.6746717899455652;2.449489742783178
118528;GreyMatter;0.4841352287128827;3.1622776601683795
118528;Hippocampus;0.7235820256011998;2.449489742783178
118528;Thalamus;0.8832390169222778;2.0
118528;WhiteMatter;0.7074262505828214;4.358898943540674
118528-PP;Amygdala;0.6746717899455652;2.449489742783178
118528-PP;GreyMatter;0.4841352287128827;3.1622776601683795
118528-PP;Hippocampus;0.7235820256011998;2.449489742783178
118528-PP;Thalamus;0.8832390169222778;2.0
118528-PP;WhiteMatter;0.7074262505828214;4.358898943540674
118730;Amygdala;0.7615036655747933;2.0
118730;GreyMatter;0.47210723856253745;3.3166247903554
118730;Hippocampus;0.6015450643776824;3.0
118730;Thalamus;0.8805754580725553;2.0
118730;WhiteMatter;0.6788860429016474;4.58257569495584
118730-PP;Amygdala;0.7615036655747933;2.0
118730-PP;GreyMatter;0.47210723856253745;3.3166247903554
118730-PP;Hippocampus;0.6015450643776824;3.0
118730-PP;Thalamus;0.8805754580725553;2.0
118730-PP;WhiteMatter;0.6788860429016474;4.58257569495584
118932;Amygdala;0.7710804224207961;1.7320508075688772
118932;GreyMatter;0.49092068613591483;3.0
118932;Hippocampus;0.748399524106283;2.0
118932;Thalamus;0.8641636388103889;2.23606797749979
118932;WhiteMatter;0.6968527128306833;4.58257569495584
118932-PP;Amygdala;0.7710804224207961;1.7320508075688772
118932-PP;GreyMatter;0.49092068613591483;3.0
118932-PP;Hippocampus;0.748399524106283;2.0
118932-PP;Thalamus;0.8641636388103889;2.23606797749979
118932-PP;WhiteMatter;0.6968527128306833;4.58257569495584
120111;Amygdala;0.6212407380502688;3.1622776601683795
120111;GreyMatter;0.4599423643740471;3.1622776601683795
120111;Hippocampus;0.7029742535822344;2.8284271247461903
120111;Thalamus;0.8266079052472112;2.8284271247461903
120111;WhiteMatter;0.6954918889968315;5.0
120111-PP;Amygdala;0.6212407380502688;3.1622776601683795
120111-PP;GreyMatter;0.4599423643740471;3.1622776601683795
120111-PP;Hippocampus;0.7029742535822344;2.8284271247461903
120111-PP;Thalamus;0.8266079052472112;2.8284271247461903
120111-PP;WhiteMatter;0.6954918889968315;5.0
122317;Amygdala;0.7668168401429237;2.0
122317;GreyMatter;0.4974937011006498;3.0
122317;Hippocampus;0.7121504339440694;3.0
122317;Thalamus;0.8336555385636379;2.8284271247461903
122317;WhiteMatter;0.7053099050753938;4.47213595499958
122317-PP;Amygdala;0.7668168401429237;2.0
122317-PP;GreyMatter;0.4974937011006498;3.0
122317-PP;Hippocampus;0.7121504339440694;3.0
122317-PP;Thalamus;0.8336555385636379;2.8284271247461903
122317-PP;WhiteMatter;0.7053099050753938;4.47213595499958
122620;Amygdala;0.597313432835821;3.0
122620;GreyMatter;0.4400454076367389;4.123105625617661
122620;Hippocampus;0.7046531667384748;2.449489742783178
122620;Thalamus;0.874286028119508;2.0
122620;WhiteMatter;0.6777562655196641;5.0
122620-PP;Amygdala;0.597313432835821;3.0
122620-PP;GreyMatter;0.4400454076367389;4.123105625617661
122620-PP;Hippocampus;0.7046531667384748;2.449489742783178
122620-PP;Thalamus;0.874286028119508;2.0
122620-PP;WhiteMatter;0.6777562655196641;5.0
123117;Amygdala;0.7599111956866477;2.0
123117;GreyMatter;0.5017344800946741;2.8284271247461903
123117;Hippocampus;0.7479547237476185;2.23606797749979
123117;Thalamus;0.8633392421892311;2.23606797749979
123117;WhiteMatter;0.7176148817181193;4.358898943540674
123117-PP;Amygdala;0.7599111956866477;2.0
123117-PP;GreyMatter;0.5017344800946741;2.8284271247461903
123117-PP;Hippocampus;0.7479547237476185;2.23606797749979
123117-PP;Thalamus;0.8633392421892311;2.23606797749979
123117-PP;WhiteMatter;0.7176148817181193;4.358898943540674
123925;Amygdala;0.7832769750999078;2.0
123925;GreyMatter;0.5031270435698814;2.8284271247461903
123925;Hippocampus;0.7178314462602488;2.23606797749979
123925;Thalamus;0.8890497640497641;2.0
123925;WhiteMatter;0.7344416027280477;4.123105625617661
123925-PP;Amygdala;0.7832769750999078;2.0
123925-PP;GreyMatter;0.5031270435698814;2.8284271247461903
123925-PP;Hippocampus;0.7178314462602488;2.23606797749979
123925-PP;Thalamus;0.8890497640497641;2.0
123925-PP;WhiteMatter;0.7344416027280477;4.123105625617661
124422;Amygdala;0.7279110590988882;2.449489742783178
124422;GreyMatter;0.4800725030933206;3.1622776601683795
124422;Hippocampus;0.7288012105587626;2.23606797749979
124422;Thalamus;0.8345577108267987;2.23606797749979
124422;WhiteMatter;0.6802073237537398;4.47213595499958
124422-PP;Amygdala;0.7279110590988882;2.449489742783178
124422-PP;GreyMatter;0.4800725030933206;3.1622776601683795
124422-PP;Hippocampus;0.7288012105587626;2.23606797749979
124422-PP;Thalamus;0.8345577108267987;2.23606797749979
124422-PP;WhiteMatter;0.6802073237537398;4.47213595499958
