SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.4956675856636471;13.74772708486752
117122;GreyMatter;0.7247444454852288;2.0
117122;Hippocampus;0.573742047426258;14.352700094407323
117122;Thalamus;0.7751897901144617;14.2828568570857
117122;WhiteMatter;0.8174657598045522;3.0
117122-PP;Amygdala;0.4956675856636471;13.74772708486752
117122-PP;GreyMatter;0.7247444454852288;2.0
117122-PP;Hippocampus;0.573742047426258;14.352700094407323
117122-PP;Thalamus;0.7751897901144617;14.2828568570857
117122-PP;WhiteMatter;0.8174657598045522;3.0
118528;Amygdala;0.4584285463174547;13.92838827718412
118528;GreyMatter;0.7232185768851339;2.449489742783178
118528;Hippocampus;0.5453140649592216;14.45683229480096
118528;Thalamus;0.7277459656428943;15.0
118528;WhiteMatter;0.8287935310422442;2.8284271247461903
118528-PP;Amygdala;0.4584285463174547;13.92838827718412
118528-PP;GreyMatter;0.7232185768851339;2.449489742783178
118528-PP;Hippocampus;0.5453140649592216;14.45683229480096
118528-PP;Thalamus;0.7277459656428943;15.0
118528-PP;WhiteMatter;0.8287935310422442;2.8284271247461903
118730;Amygdala;0.5732403297400127;11.704699910719626
118730;GreyMatter;0.7311962832663542;2.0
118730;Hippocampus;0.5073209581572015;11.445523142259598
118730;Thalamus;0.723154178453172;14.866068747318506
118730;WhiteMatter;0.8152015679925503;2.23606797749979
118730-PP;Amygdala;0.5732403297400127;11.704699910719626
118730-PP;GreyMatter;0.7311962832663542;2.0
118730-PP;Hippocampus;0.5073209581572015;11.445523142259598
118730-PP;Thalamus;0.723154178453172;14.866068747318506
118730-PP;WhiteMatter;0.8152015679925503;2.23606797749979
118932;Amygdala;0.5484837139648072;12.84523257866513
118932;GreyMatter;0.7351556440079333;2.0
118932;Hippocampus;0.5285250321710889;13.490737563232042
118932;Thalamus;0.7394769613947696;15.066519173319364
118932;WhiteMatter;0.8341030373982805;2.23606797749979
118932-PP;Amygdala;0.5484837139648072;12.84523257866513
118932-PP;GreyMatter;0.7351556440079333;2.0
118932-PP;Hippocampus;0.5285250321710889;13.490737563232042
118932-PP;Thalamus;0.7394769613947696;15.066519173319364
118932-PP;WhiteMatter;0.8341030373982805;2.23606797749979
120111;Amygdala;0.5136100714528751;9.899494936611665
120111;GreyMatter;0.7199596670566929;2.0
120111;Hippocampus;0.5231118195193722;12.24744871391589
120111;Thalamus;0.6968005724215476;15.7797338380595
120111;WhiteMatter;0.8487203762778159;2.23606797749979
120111-PP;Amygdala;0.5136100714528751;9.899494936611665
120111-PP;GreyMatter;0.7199596670566929;2.0
120111-PP;Hippocampus;0.5231118195193722;12.24744871391589
120111-PP;Thalamus;0.6968005724215476;15.7797338380595
120111-PP;WhiteMatter;0.8487203762778159;2.23606797749979
122317;Amygdala;0.5941618666406326;13.416407864998739
122317;GreyMatter;0.7369699616910965;2.0
122317;Hippocampus;0.5468744324579565;13.416407864998739
122317;Thalamus;0.7647770146077199;14.0
122317;WhiteMatter;0.8357928205626077;2.8284271247461903
122317-PP;Amygdala;0.5941618666406326;13.416407864998739
122317-PP;GreyMatter;0.7369699616910965;2.0
122317-PP;Hippocampus;0.5468744324579565;13.416407864998739
122317-PP;Thalamus;0.7647770146077199;14.0
122317-PP;WhiteMatter;0.8357928205626077;2.8284271247461903
122620;Amygdala;0.5993989618431836;13.114877048604
122620;GreyMatter;0.7393819633866175;2.23606797749979
122620;Hippocampus;0.5587940955716788;14.491376746189438
122620;Thalamus;0.7595565917388818;13.038404810405298
122620;WhiteMatter;0.8074565946474076;3.0
122620-PP;Amygdala;0.5993989618431836;13.114877048604
122620-PP;GreyMatter;0.7393819633866175;2.23606797749979
122620-PP;Hippocampus;0.5587940955716788;14.491376746189438
122620-PP;Thalamus;0.7595565917388818;13.038404810405298
122620-PP;WhiteMatter;0.8074565946474076;3.0
123117;Amygdala;0.5349428208386277;13.076696830622021
123117;GreyMatter;0.723596824784902;2.8284271247461903
123117;Hippocampus;0.5359656338543095;12.68857754044952
123117;Thalamus;0.708487692434346;17.05872210923198
123117;WhiteMatter;0.8456333658602827;3.0
123117-PP;Amygdala;0.5349428208386277;13.076696830622021
123117-PP;GreyMatter;0.723596824784902;2.8284271247461903
123117-PP;Hippocampus;0.5359656338543095;12.68857754044952
123117-PP;Thalamus;0.708487692434346;17.05872210923198
123117-PP;WhiteMatter;0.8456333658602827;3.0
123925;Amygdala;0.5505921850228481;11.789826122551595
123925;GreyMatter;0.7176004634055599;2.0
123925;Hippocampus;0.5393645990922844;13.601470508735444
123925;Thalamus;0.7728845215102829;14.628738838327793
123925;WhiteMatter;0.8322457977642936;3.0
123925-PP;Amygdala;0.5505921850228481;11.789826122551595
123925-PP;GreyMatter;0.7176004634055599;2.0
123925-PP;Hippocampus;0.5393645990922844;13.601470508735444
123925-PP;Thalamus;0.7728845215102829;14.628738838327793
123925-PP;WhiteMatter;0.8322457977642936;3.0
124422;Amygdala;0.6401662300117446;11.661903789690601
124422;GreyMatter;0.7140942926491417;2.0
124422;Hippocampus;0.5675904792957287;12.36931687685298
124422;Thalamus;0.7978971962616822;14.560219778561036
124422;WhiteMatter;0.7814739110222334;3.1622776601683795
124422-PP;Amygdala;0.6401662300117446;11.661903789690601
124422-PP;GreyMatter;0.7140942926491417;2.0
124422-PP;Hippocampus;0.5675904792957287;12.36931687685298
124422-PP;Thalamus;0.7978971962616822;14.560219778561036
124422-PP;WhiteMatter;0.7814739110222334;3.1622776601683795
