SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.5973519163763066;3.0
117122;GreyMatter;0.51613578412722;2.449489742783178
117122;Hippocampus;0.7149097648148965;2.8284271247461903
117122;Thalamus;0.7113584776592767;4.123105625617661
117122;WhiteMatter;0.7223042799332309;4.123105625617661
117122-PP;Amygdala;0.5973519163763066;3.0
117122-PP;GreyMatter;0.51613578412722;2.449489742783178
117122-PP;Hippocampus;0.7149097648148965;2.8284271247461903
117122-PP;Thalamus;0.7113584776592767;4.123105625617661
117122-PP;WhiteMatter;0.7223042799332309;4.123105625617661
118528;Amygdala;0.6525857654889913;4.0
118528;GreyMatter;0.5161175606400386;2.8284271247461903
118528;Hippocampus;0.7088596969824149;2.8284271247461903
118528;Thalamus;0.801794681048912;3.4641016151377544
118528;WhiteMatter;0.7172282138887746;4.123105625617661
118528-PP;Amygdala;0.6525857654889913;4.0
118528-PP;GreyMatter;0.5161175606400386;2.8284271247461903
118528-PP;Hippocampus;0.7088596969824149;2.8284271247461903
118528-PP;Thalamus;0.801794681048912;3.4641016151377544
118528-PP;WhiteMatter;0.7172282138887746;4.123105625617661
118730;Amygdala;0.7370871526262185;2.23606797749979
118730;GreyMatter;0.5154207503217054;3.0
118730;Hippocampus;0.6951742627345845;3.0
118730;Thalamus;0.8216982347635614;3.0
118730;WhiteMatter;0.6931896631484552;4.123105625617661
118730-PP;Amygdala;0.7370871526262185;2.23606797749979
118730-PP;GreyMatter;0.5154207503217054;3.0
118730-PP;Hippocampus;0.6951742627345845;3.0
118730-PP;Thalamus;0.8216982347635614;3.0
118730-PP;WhiteMatter;0.6931896631484552;4.123105625617661
118932;Amygdala;0.5646407229266871;3.1622776601683795
118932;GreyMatter;0.5146822413061724;3.1622776601683795
118932;Hippocampus;0.6888605562638712;3.1622776601683795
118932;Thalamus;0.760972850678733;3.605551275463989
118932;WhiteMatter;0.675002652464531;4.47213595499958
118932-PP;Amygdala;0.5646407229266871;3.1622776601683795
118932-PP;GreyMatter;0.5146822413061724;3.1622776601683795
118932-PP;Hippocampus;0.6888605562638712;3.1622776601683795
118932-PP;Thalamus;0.760972850678733;3.605551275463989
118932-PP;WhiteMatter;0.675002652464531;4.47213595499958
120111;Amygdala;0.623778071334214;3.605551275463989
120111;GreyMatter;0.5079991850722559;2.449489742783178
120111;Hippocampus;0.689006258044472;3.0
120111;Thalamus;0.7696161721779288;3.605551275463989
120111;WhiteMatter;0.7156868621901372;4.242640687119285
120111-PP;Amygdala;0.623778071334214;3.605551275463989
120111-PP;GreyMatter;0.5079991850722559;2.449489742783178
120111-PP;Hippocampus;0.689006258044472;3.0
120111-PP;Thalamus;0.7696161721779288;3.605551275463989
120111-PP;WhiteMatter;0.7156868621901372;4.242640687119285
122317;Amygdala;0.6418870621872766;2.8284271247461903
122317;GreyMatter;0.5218046131658165;2.23606797749979
122317;Hippocampus;0.684375;3.0
122317;Thalamus;0.8197881753586271;2.449489742783178
122317;WhiteMatter;0.7273804618738359;4.123105625617661
122317-PP;Amygdala;0.6418870621872766;2.8284271247461903
122317-PP;GreyMatter;0.5218046131658165;2.23606797749979
122317-PP;Hippocampus;0.684375;3.0
122317-PP;Thalamus;0.8197881753586271;2.449489742783178
122317-PP;WhiteMatter;0.7273804618738359;4.123105625617661
122620;Amygdala;0.6373417721518987;2.8284271247461903
122620;GreyMatter;0.5116378149221567;3.0
122620;Hippocampus;0.6802061495457722;3.0
122620;Thalamus;0.8257997936016512;2.8284271247461903
122620;WhiteMatter;0.6980551884584676;4.358898943540674
122620-PP;Amygdala;0.6373417721518987;2.8284271247461903
122620-PP;GreyMatter;0.5116378149221567;3.0
122620-PP;Hippocampus;0.6802061495457722;3.0
122620-PP;Thalamus;0.8257997936016512;2.8284271247461903
122620-PP;WhiteMatter;0.6980551884584676;4.358898943540674
123117;Amygdala;0.6552845528455284;2.8284271247461903
123117;GreyMatter;0.526239578093801;2.23606797749979
123117;Hippocampus;0.7261361117268899;2.449489742783178
123117;Thalamus;0.8169044299045372;3.0
123117;WhiteMatter;0.7303755451869289;4.123105625617661
123117-PP;Amygdala;0.6552845528455284;2.8284271247461903
123117-PP;GreyMatter;0.526239578093801;2.23606797749979
123117-PP;Hippocampus;0.7261361117268899;2.449489742783178
123117-PP;Thalamus;0.8169044299045372;3.0
123117-PP;WhiteMatter;0.7303755451869289;4.123105625617661
123925;Amygdala;0.7161432777232581;3.0
123925;GreyMatter;0.5279360254697315;2.23606797749979
123925;Hippocampus;0.7395001510769629;2.8284271247461903
123925;Thalamus;0.8208193251151786;3.0
123925;WhiteMatter;0.7417198561935566;4.123105625617661
123925-PP;Amygdala;0.7161432777232581;3.0
123925-PP;GreyMatter;0.5279360254697315;2.23606797749979
123925-PP;Hippocampus;0.7395001510769629;2.8284271247461903
123925-PP;Thalamus;0.8208193251151786;3.0
123925-PP;WhiteMatter;0.7417198561935566;4.123105625617661
124422;Amygdala;0.732826658871675;2.23606797749979
124422;GreyMatter;0.5061316031264311;3.1622776601683795
124422;Hippocampus;0.5881239863038386;5.0990195135927845
124422;Thalamus;0.6503234809082836;5.477225575051661
124422;WhiteMatter;0.6808280665936078;4.47213595499958
124422-PP;Amygdala;0.732826658871675;2.23606797749979
124422-PP;GreyMatter;0.5061316031264311;3.1622776601683795
124422-PP;Hippocampus;0.5881239863038386;5.0990195135927845
124422-PP;Thalamus;0.6503234809082836;5.477225575051661
124422-PP;WhiteMatter;0.6808280665936078;4.47213595499958
